Time(s), CPU(%), Memory(MB)
203.24, 10.00, 383.64
205.49, 20.00, 383.77
207.71, 30.00, 383.77
209.94, 20.00, 383.77
212.17, 10.00, 383.77
214.39, 30.00, 383.77
216.61, 10.00, 383.89
218.84, 10.00, 378.96
221.07, 10.00, 378.96
223.29, 10.00, 378.96
225.52, 20.00, 378.96
227.76, 30.00, 378.96
230.00, 30.00, 378.96
232.22, 10.00, 378.96
234.44, 20.00, 378.96
236.66, 40.00, 378.96
238.88, 20.00, 378.96
241.10, 20.00, 378.96
243.32, 10.00, 378.96
245.55, 30.00, 378.96
247.77, 10.00, 378.96
250.00, 0.00, 379.08
252.22, 10.00, 379.08
254.44, 19.90, 379.08
256.66, 30.00, 379.08
258.88, 40.00, 379.08
261.10, 20.00, 379.21
263.33, 10.00, 379.21
265.56, 0.00, 379.33
267.79, 30.00, 379.33
270.01, 10.00, 379.33
272.23, 0.00, 379.58
274.46, 30.00, 379.71
276.68, 20.00, 379.83
278.91, 20.00, 379.83
281.13, 20.00, 379.96
283.36, 20.00, 379.96
285.58, 50.00, 380.08
287.81, 10.00, 380.08
290.04, 30.00, 380.08
292.27, 20.00, 380.08
294.51, 20.00, 380.08
296.73, 20.00, 380.33
298.95, 20.00, 380.33
301.18, 10.00, 380.33
303.41, 20.00, 380.58
305.63, 10.00, 380.58
307.87, 40.00, 380.58
310.11, 20.00, 380.58
312.33, 20.00, 380.58
314.55, 20.00, 380.58
316.78, 9.90, 380.58
319.00, 20.00, 380.58
321.22, 30.00, 380.58
323.44, 10.00, 380.71
325.67, 50.00, 380.83
327.90, 10.00, 380.83
330.14, 20.00, 381.08
332.37, 10.00, 381.08
334.62, 50.00, 381.21
336.86, 0.00, 381.21
339.10, 10.00, 381.21
341.32, 20.00, 381.33
343.55, 20.00, 381.33
345.77, 20.00, 381.33
348.00, 20.00, 381.33
350.22, 20.00, 381.33
352.44, 20.00, 381.33
354.66, 0.00, 381.33
356.91, 10.00, 381.33
359.14, 10.00, 381.33
361.38, 40.00, 381.33
363.61, 10.00, 381.33
365.83, 0.00, 381.33
368.06, 20.00, 381.33
370.28, 20.00, 381.46
372.50, 20.00, 381.46
374.75, 10.00, 381.71
376.97, 20.00, 381.96
379.20, 20.00, 381.96
381.44, 0.00, 381.96
383.67, 20.00, 382.21
385.90, 30.00, 382.21
388.13, 20.00, 382.21
390.36, 10.00, 382.33
392.58, 30.00, 382.33
394.81, 0.00, 382.33
397.03, 20.00, 382.33
399.25, 20.00, 382.46
401.48, 10.00, 382.58
403.72, 10.00, 382.71
405.94, 30.00, 382.71
408.17, 10.00, 382.83
410.40, 20.00, 382.96
412.63, 20.00, 382.96
414.85, 40.00, 383.08
417.08, 0.00, 383.08
419.31, 30.00, 383.21
421.53, 0.00, 383.21
423.76, 20.00, 383.21
425.99, 30.00, 383.21
428.22, 10.00, 383.21
430.44, 0.00, 383.21
432.66, 10.00, 383.33
434.89, 20.00, 383.33
437.11, 20.00, 383.33
439.33, 20.00, 383.33
441.56, 30.00, 383.33
443.77, 10.00, 383.46
446.00, 40.00, 383.46
448.22, 0.00, 383.46
450.46, 10.00, 383.46
452.68, 10.00, 383.58
454.91, 10.00, 383.58
457.13, 30.00, 383.58
459.36, 30.00, 383.71
461.60, 30.00, 383.71
463.83, 40.00, 383.71
466.05, 30.00, 383.71
468.27, 20.00, 383.83
470.49, 20.00, 383.96
472.72, 20.00, 383.96
474.94, 30.00, 383.96
477.16, 30.00, 383.96
479.39, 20.00, 383.96
481.63, 10.00, 383.96
483.85, 0.00, 383.96
486.07, 10.00, 383.96
488.30, 10.00, 383.96
490.54, 20.00, 383.96
492.77, 10.00, 383.96
494.99, 20.00, 379.92
497.22, 0.00, 379.07
499.45, 20.00, 379.07
501.67, 40.00, 379.19
503.90, 30.00, 379.19
506.12, 40.00, 379.19
508.35, 30.00, 379.19
510.57, 20.00, 379.19
512.79, 10.00, 379.32
515.02, 20.00, 379.32
517.24, 20.00, 379.32
519.46, 20.00, 379.32
521.69, 10.00, 379.32
523.91, 20.00, 379.32
526.14, 10.00, 379.32
528.37, 40.00, 379.32
530.59, 20.00, 379.32
532.82, 20.00, 379.32
535.04, 0.00, 379.32
537.26, 30.00, 379.32
539.48, 20.00, 379.44
541.70, 30.00, 379.57
543.93, 10.00, 379.57
546.15, 0.00, 379.57
548.39, 20.00, 379.57
550.62, 40.00, 379.57
552.85, 10.00, 379.57
555.06, 20.00, 379.57
557.29, 10.00, 379.57
559.52, 20.00, 379.69
561.74, 20.00, 379.94
563.99, 50.00, 380.19
566.21, 20.00, 380.19
568.46, 10.00, 380.19
570.68, 20.00, 380.32
572.91, 10.00, 380.32
575.14, 30.00, 380.32
577.36, 50.00, 380.32
579.59, 20.00, 380.44
581.81, 20.00, 380.44
584.03, 19.90, 380.57
586.27, 19.90, 380.69
588.49, 20.00, 380.69
590.71, 40.00, 380.69
592.94, 0.00, 380.69
595.16, 20.00, 380.69
597.38, 20.00, 380.69
599.62, 10.00, 380.94
601.84, 10.00, 380.94
604.06, 30.00, 380.94
606.28, 20.00, 380.94
608.51, 10.00, 380.94
610.73, 0.00, 381.07
612.96, 30.00, 381.07
615.18, 20.00, 381.07
617.42, 20.00, 381.07
619.66, 20.00, 381.07
621.88, 20.00, 381.07
624.11, 20.00, 381.32
626.34, 10.00, 381.32
628.58, 30.00, 381.32
630.81, 10.00, 381.32
633.03, 10.00, 381.57
635.26, 30.00, 381.69
637.48, 20.00, 381.69
639.71, 0.00, 381.69
641.93, 10.00, 381.82
644.16, 0.00, 381.82
646.40, 10.00, 381.94
648.62, 0.00, 382.07
650.86, 20.00, 382.07
653.08, 10.00, 382.19
655.31, 10.00, 382.32
657.55, 20.00, 382.32
659.78, 30.00, 382.32
662.02, 40.00, 382.32
664.24, 10.00, 382.32
666.46, 10.00, 382.44
668.70, 20.00, 382.44
670.93, 19.90, 382.44
673.16, 19.90, 382.44
675.38, 10.00, 382.44
677.61, 30.00, 382.44
679.84, 20.00, 382.57
682.06, 10.00, 382.57
684.29, 10.00, 382.57
686.52, 40.00, 382.57
688.76, 30.00, 382.57
690.99, 20.00, 382.69
693.22, 30.00, 382.69
695.45, 20.00, 382.82
697.70, 30.00, 382.94
699.94, 30.00, 382.94
702.16, 10.00, 382.94
704.39, 10.00, 383.07
706.62, 30.00, 383.07
708.85, 40.00, 383.07
711.08, 30.00, 383.19
713.32, 0.00, 383.19
715.55, 40.00, 383.19
717.79, 20.00, 383.19
720.01, 10.00, 383.19
722.24, 29.90, 383.32
724.46, 10.00, 383.32
726.69, 40.00, 383.32
728.92, 40.00, 383.57
731.16, 30.00, 383.57
733.38, 10.00, 383.69
735.61, 30.00, 383.69
737.84, 30.00, 383.69
740.07, 29.90, 383.69
742.31, 40.00, 383.82
744.55, 30.00, 383.82
746.79, 30.00, 383.82
749.05, 40.00, 383.82
751.32, 30.00, 383.94
753.55, 40.00, 383.94
755.79, 10.00, 384.07
758.02, 20.00, 384.07
760.25, 20.00, 384.32
762.48, 40.00, 384.32
764.72, 10.00, 384.32
766.97, 19.90, 384.44
769.21, 30.00, 384.44
771.45, 20.00, 384.44
773.70, 0.00, 384.44
775.92, 40.00, 384.44
778.17, 10.00, 384.44
780.40, 20.00, 384.44
782.62, 30.00, 384.44
784.86, 40.00, 384.44
787.10, 20.00, 384.44
789.33, 20.00, 384.44
791.57, 0.00, 384.44
793.81, 19.90, 384.57
796.04, 20.00, 384.57
798.29, 10.00, 384.57
800.54, 0.00, 384.57
802.77, 20.00, 384.57
805.01, 20.00, 384.69
807.26, 30.00, 384.69
809.49, 10.00, 384.69
811.72, 10.00, 384.69
813.97, 10.00, 384.69
816.21, 20.00, 384.69
818.44, 20.00, 384.69
820.67, 20.00, 384.69
822.91, 0.00, 384.69
825.14, 30.00, 384.69
827.40, 10.00, 384.69
829.65, 10.00, 384.69
831.88, 20.00, 384.94
834.11, 20.00, 384.94
836.35, 30.00, 384.94
838.58, 30.00, 384.94
840.84, 20.00, 384.94
843.09, 30.00, 385.07
845.33, 30.00, 385.07
847.56, 20.00, 385.07
849.79, 10.00, 385.32
852.05, 39.90, 385.44
854.28, 30.00, 385.44
856.51, 20.00, 385.44
858.74, 0.00, 385.44
860.97, 10.00, 385.44
863.21, 10.00, 385.57
865.46, 30.00, 385.82
867.71, 10.00, 385.82
869.94, 19.90, 385.82
872.19, 20.00, 386.07
874.42, 40.00, 386.07
876.66, 10.00, 386.19
878.89, 20.00, 386.19
881.13, 20.00, 386.32
883.38, 20.00, 386.32
885.62, 10.00, 386.32
887.85, 30.00, 386.32
890.08, 10.00, 386.32
892.32, 40.00, 386.44
894.55, 30.00, 386.44
896.78, 0.00, 386.57
899.03, 30.00, 386.69
901.26, 10.00, 386.69
903.49, 20.00, 386.69
905.73, 0.00, 386.69
907.96, 30.00, 386.69
910.21, 40.00, 386.69
912.45, 20.00, 386.82
914.70, 10.00, 386.94
916.94, 30.00, 387.07
919.17, 19.90, 387.07
921.40, 20.00, 387.07
923.63, 20.00, 387.19
925.85, 30.00, 387.19
928.08, 30.00, 387.32
930.34, 10.00, 387.44
932.56, 30.00, 387.44
934.79, 20.00, 387.44
937.02, 30.00, 387.44
939.25, 30.00, 387.44
941.48, 10.00, 387.44
943.74, 20.00, 387.44
945.98, 10.00, 387.44
948.22, 10.00, 387.57
950.46, 0.00, 387.57
952.70, 20.00, 387.57
954.93, 30.00, 387.82
957.16, 30.00, 387.82
959.39, 10.00, 387.82
961.64, 20.00, 387.82
963.87, 10.00, 387.82
966.10, 10.00, 387.82
968.34, 30.00, 387.82
970.57, 30.00, 387.82
972.81, 10.00, 387.82
975.04, 20.00, 388.07
977.28, 20.00, 388.19
979.52, 40.00, 388.32
981.76, 20.00, 388.44
983.99, 10.00, 388.44
986.23, 10.00, 388.57
988.47, 0.00, 388.57
990.73, 20.00, 388.57
992.98, 0.00, 388.57
995.21, 10.00, 388.57
997.45, 10.00, 388.57
999.68, 20.00, 388.57
1001.93, 30.00, 388.57
1004.17, 30.00, 388.57
1006.43, 20.00, 388.69
1008.67, 0.00, 388.69
1010.90, 20.00, 388.69
1013.15, 10.00, 388.69
1015.37, 40.00, 388.69
1017.61, 30.00, 388.82
1019.84, 30.00, 388.82
1022.07, 10.00, 388.82
1024.32, 20.00, 388.94
1026.55, 30.00, 388.94
1028.79, 30.00, 388.94
1031.02, 10.00, 388.94
1033.25, 20.00, 388.94
1035.48, 20.00, 389.07
1037.72, 10.00, 389.07
1039.95, 20.00, 389.07
1042.19, 30.00, 389.07
1044.41, 30.00, 389.07
1046.64, 10.00, 389.07
1048.90, 0.00, 389.07
1051.13, 20.00, 389.19
1053.38, 50.00, 389.19
1055.62, 40.00, 389.19
1057.85, 40.00, 389.19
1060.10, 20.00, 389.19
1062.34, 20.00, 389.19
1064.57, 40.00, 389.19
1066.80, 30.00, 389.32
1069.05, 20.00, 389.32
1071.29, 10.00, 389.32
1073.52, 20.00, 389.44
1075.75, 40.00, 389.44
1078.00, 10.00, 389.44
1080.26, 20.00, 389.44
1082.50, 10.00, 389.57
1084.73, 20.00, 389.57
1086.97, 40.00, 389.57
1089.21, 20.00, 389.57
1091.44, 20.00, 389.57
1093.68, 20.00, 389.57
1095.91, 30.00, 389.57
1098.15, 29.90, 389.57
1100.38, 30.00, 389.69
1102.61, 20.00, 389.69
1104.85, 20.00, 389.69
1107.09, 0.00, 389.82
1109.32, 30.00, 389.82
1111.56, 10.00, 389.94
1113.78, 40.00, 390.07
1116.02, 40.00, 390.07
1118.26, 20.00, 390.07
1120.49, 30.00, 390.07
1122.71, 10.00, 390.32
1124.94, 10.00, 390.32
1127.18, 0.00, 390.32
1129.42, 30.00, 390.32
1131.65, 10.00, 390.32
1133.89, 29.90, 390.44
1136.13, 30.00, 390.44
1138.36, 40.00, 390.44
1140.60, 10.00, 390.44
1142.83, 30.00, 390.44
1145.08, 10.00, 390.44
1147.30, 20.00, 390.44
1149.56, 20.00, 390.57
1151.79, 0.00, 390.57
1154.02, 20.00, 390.57
1156.25, 10.00, 390.57
1158.49, 30.00, 390.57
1160.71, 30.00, 390.69
1162.96, 20.00, 390.82
1165.21, 20.00, 390.82
1167.45, 30.00, 390.82
1169.68, 20.00, 390.82
1171.90, 10.00, 390.82
1174.16, 30.00, 390.82
1176.39, 40.00, 390.82
1178.62, 20.00, 390.82
1180.88, 10.00, 390.82
1183.11, 10.00, 390.82
1185.34, 30.00, 390.82
1187.57, 20.00, 390.82
1189.81, 20.00, 390.82
1192.06, 20.00, 390.82
1194.29, 20.00, 390.82
1196.52, 10.00, 390.82
1198.74, 20.00, 390.82
1200.97, 20.00, 390.82
1203.22, 10.00, 390.82
1205.46, 10.00, 390.82
1207.69, 40.00, 390.82
1209.92, 20.00, 390.94
1212.18, 10.00, 390.94
1214.41, 10.00, 390.94
1216.65, 39.90, 390.94
1218.88, 50.00, 391.07
1221.12, 20.00, 391.07
1223.37, 0.00, 391.07
1225.61, 20.00, 391.07
1227.83, 30.00, 391.07
1230.08, 20.00, 391.07
1232.32, 20.00, 391.19
1234.56, 20.00, 391.19
1236.79, 20.00, 391.19
1239.02, 30.00, 391.19
1241.26, 30.00, 391.19
1243.51, 20.00, 391.32
1245.74, 20.00, 391.32
1247.98, 20.00, 391.32
1250.21, 39.90, 391.32
1252.44, 10.00, 391.32
1254.67, 10.00, 391.32
1256.90, 10.00, 391.32
1259.14, 30.00, 391.32
1261.38, 50.00, 391.32
1263.61, 10.00, 391.32
1265.85, 20.00, 391.32
1268.09, 39.90, 391.32
1270.34, 20.00, 391.32
1272.57, 20.00, 391.32
1274.83, 30.00, 391.32
1277.06, 20.00, 391.32
1279.31, 20.00, 391.57
1281.55, 19.90, 391.69
1283.77, 40.00, 391.69
1286.01, 20.00, 391.69
1288.24, 10.00, 391.82
1290.48, 10.00, 391.94
1292.71, 10.00, 391.94
1294.95, 40.00, 391.94
1297.17, 20.00, 391.94
1299.40, 30.00, 392.07
1301.63, 10.00, 392.07
1303.86, 0.00, 392.07
1306.11, 50.00, 392.07
1308.36, 30.00, 392.07
1310.61, 10.00, 392.07
1312.88, 20.00, 392.07
1315.11, 20.00, 392.07
1317.36, 40.00, 392.07
1319.60, 10.00, 392.19
1321.84, 10.00, 392.19
1324.07, 10.00, 392.32
1326.31, 10.00, 392.44
1328.55, 39.90, 392.44
1330.79, 30.00, 392.44
1333.03, 30.00, 392.44
1335.27, 10.00, 392.44
1337.50, 0.00, 392.44
1339.73, 10.00, 392.44
1341.98, 0.00, 392.44
1344.23, 30.00, 392.44
1346.46, 30.00, 392.44
1348.69, 40.00, 392.44
1350.92, 40.00, 392.44
1353.17, 40.00, 392.44
1355.41, 30.00, 392.44
1357.64, 10.00, 392.44
1359.88, 20.00, 392.44
1362.11, 30.00, 392.44
1364.34, 20.00, 392.44
1366.59, 30.00, 392.44
1368.84, 20.00, 392.44
1371.09, 10.00, 392.44
1373.33, 40.00, 392.44
1375.59, 20.00, 392.44
1377.84, 20.00, 392.44
1380.07, 10.00, 392.44
1382.32, 30.00, 392.44
1384.55, 20.00, 392.44
1386.79, 20.00, 392.44
1389.02, 10.00, 392.44
1391.26, 20.00, 392.44
1393.49, 30.00, 392.44
1395.72, 20.00, 392.44
1397.95, 10.00, 392.44
1400.18, 20.00, 392.44
1402.42, 30.00, 392.44
1404.66, 20.00, 392.44
1406.90, 40.00, 392.44
1409.14, 20.00, 392.44
1411.40, 40.00, 392.44
1413.62, 30.00, 392.44
1415.86, 30.00, 392.44
1418.10, 0.00, 392.44
1420.34, 0.00, 392.44
1422.58, 10.00, 392.44
1424.81, 20.00, 392.44
1427.04, 40.00, 392.44
1429.28, 30.00, 392.44
1431.51, 0.00, 392.44
1433.75, 29.90, 392.44
1435.99, 10.00, 392.44
1438.24, 30.00, 392.44
1440.49, 20.00, 392.44
1442.72, 40.00, 392.44
1444.95, 40.00, 392.44
1447.20, 30.00, 392.44
1449.44, 30.00, 392.44
1451.68, 20.00, 392.44
1453.91, 20.00, 392.44
1456.14, 10.00, 392.44
1458.38, 0.00, 392.44
1460.61, 20.00, 392.44
1462.84, 0.00, 392.44
1465.07, 30.00, 392.44
1467.30, 30.00, 392.44
1469.53, 10.00, 392.44
1471.77, 30.00, 392.44
1474.00, 10.00, 392.44
1476.24, 20.00, 392.44
1478.49, 20.00, 392.44
1480.72, 20.00, 392.44
1482.95, 30.00, 392.44
1485.19, 10.00, 392.44
1487.42, 20.00, 392.44
1489.66, 10.00, 392.44
1491.90, 10.00, 392.44
1494.12, 0.00, 392.44
1496.36, 10.00, 392.44
1498.60, 20.00, 392.44
1500.83, 20.00, 392.44
1503.07, 10.00, 392.44
1505.31, 50.00, 392.44
1507.54, 40.00, 392.44
1509.76, 20.00, 392.44
1511.99, 20.00, 392.44
1514.26, 30.00, 392.44
1516.49, 0.00, 392.44
1518.73, 10.00, 392.44
1520.96, 50.00, 392.44
1523.20, 0.00, 392.44
1525.43, 40.00, 392.44
1527.67, 30.00, 392.44
1529.91, 20.00, 392.44
1532.14, 40.00, 392.44
1534.39, 40.00, 392.44
1536.63, 0.00, 392.44
1538.87, 50.00, 392.44
1541.13, 29.90, 392.44
1543.36, 40.00, 392.44
1545.61, 10.00, 392.44
1547.85, 20.00, 392.44
1550.07, 10.00, 392.44
1552.30, 20.00, 392.44
1554.53, 20.00, 392.44
1556.77, 10.00, 392.44
1559.00, 10.00, 392.44
1561.24, 0.00, 392.44
1563.47, 20.00, 392.44
1565.71, 10.00, 392.44
1567.94, 10.00, 392.44
1570.16, 20.00, 392.44
1572.40, 20.00, 392.44
1574.65, 0.00, 392.44
1576.89, 30.00, 392.44
1579.13, 30.00, 392.44
1581.35, 10.00, 392.44
1583.60, 0.00, 392.44
1585.83, 29.90, 392.44
1588.07, 0.00, 392.44
1590.31, 40.00, 392.44
1592.53, 20.00, 392.44
1594.76, 20.00, 392.44
1596.99, 50.00, 392.44
1599.23, 20.00, 392.44
1601.47, 20.00, 392.44
1603.70, 40.00, 392.44
1605.93, 10.00, 392.44
1608.16, 29.90, 392.44
1610.40, 10.00, 392.44
1612.64, 30.00, 392.44
1614.87, 30.00, 392.44
1617.11, 40.00, 392.44
1619.34, 20.00, 392.44
1621.57, 20.00, 392.44
1623.81, 10.00, 392.44
1626.04, 30.00, 392.44
1628.27, 20.00, 392.44
1630.50, 20.00, 392.44
1632.73, 10.00, 392.44
1634.98, 20.00, 392.44
1637.21, 10.00, 392.44
1639.45, 0.00, 392.44
1641.69, 20.00, 392.44
1643.92, 10.00, 392.44
1646.14, 20.00, 392.44
1648.37, 10.00, 392.44
1650.60, 20.00, 392.44
1652.83, 30.00, 392.44
1655.06, 10.00, 392.44
1657.29, 20.00, 392.44
1659.51, 10.00, 392.44
1661.76, 0.00, 392.44
1663.99, 10.00, 392.44
1666.22, 20.00, 392.44
1668.46, 10.00, 392.44
1670.71, 20.00, 392.44
1672.94, 20.00, 392.44
1675.18, 20.00, 392.44
1677.43, 30.00, 392.44
1679.67, 30.00, 392.44
1681.90, 30.00, 392.44
1684.14, 19.90, 392.44
1686.38, 20.00, 392.44
1688.62, 20.00, 392.44
1690.86, 10.00, 392.44
1693.11, 20.00, 392.44
1695.36, 20.00, 392.44
1697.60, 20.00, 392.44
1699.83, 20.00, 392.44
1702.08, 30.00, 392.44
1704.30, 20.00, 392.44
1706.54, 20.00, 392.44
1708.77, 10.00, 392.44
1711.00, 10.00, 392.44
1713.24, 30.00, 392.44
1715.47, 30.00, 392.44
1717.70, 20.00, 392.44
1719.95, 30.00, 392.44
1722.19, 20.00, 392.44
1724.42, 0.00, 392.44
1726.68, 30.00, 392.44
1728.92, 10.00, 392.44
1731.16, 10.00, 392.44
1733.40, 10.00, 392.44
1735.63, 20.00, 392.44
1737.86, 20.00, 392.44
1740.08, 30.00, 392.44
1742.32, 30.00, 392.44
1744.56, 20.00, 392.44
1746.79, 10.00, 392.44
1749.03, 30.00, 392.44
1751.26, 30.00, 392.44
1753.48, 10.00, 392.44
1755.70, 20.00, 392.44
1757.93, 10.00, 392.44
1760.16, 20.00, 392.44
1762.39, 10.00, 392.44
1764.62, 10.00, 392.44
1766.84, 30.00, 392.44
1769.08, 0.00, 392.44
1771.31, 30.00, 392.44
1773.54, 20.00, 392.44
1775.77, 30.00, 392.44
1778.00, 10.00, 392.44
1780.22, 10.00, 392.44
1782.45, 30.00, 392.44
1784.67, 0.00, 392.44
1786.90, 20.00, 392.44
1789.12, 20.00, 392.44
1791.35, 30.00, 392.44
1793.57, 30.00, 392.44
1795.80, 20.00, 392.44
1798.02, 30.00, 392.44
1800.25, 20.00, 392.44
1802.48, 10.00, 392.44
1804.71, 20.00, 392.44
1806.95, 30.00, 392.44
1809.18, 10.00, 392.44
1811.41, 20.00, 392.44
