Time(s), CPU(%), Memory(MB)
430.56, 20.00, 584.16
433.78, 9.30, 584.28
436.77, 19.50, 584.53
439.84, 29.90, 581.16
442.73, 29.90, 577.28
445.59, 19.90, 577.53
448.50, 0.00, 577.53
451.63, 0.00, 568.16
454.69, 30.00, 478.53
457.62, 50.00, 478.53
460.46, 30.00, 478.53
463.30, 30.00, 478.53
466.14, 10.00, 478.53
468.98, 40.00, 478.53
471.83, 10.00, 478.53
474.67, 10.00, 478.53
477.52, 40.00, 478.53
480.36, 40.00, 478.53
483.20, 40.00, 478.53
486.05, 30.00, 478.53
488.90, 30.00, 478.53
491.75, 30.00, 478.53
494.59, 20.00, 478.53
497.44, 20.00, 478.53
500.28, 50.00, 478.53
503.12, 40.00, 478.53
506.05, 19.30, 478.53
509.39, 19.70, 478.53
512.74, 30.00, 478.53
515.63, 50.00, 478.53
518.51, 40.00, 478.53
521.37, 30.00, 478.53
524.66, 19.50, 463.66
527.99, 9.90, 322.53
531.04, 49.50, 321.03
533.96, 10.00, 321.03
536.84, 30.00, 321.03
539.67, 50.00, 321.03
542.51, 30.00, 321.03
545.35, 20.00, 321.03
548.18, 30.00, 321.03
551.03, 10.00, 321.03
553.87, 30.00, 321.03
556.79, 20.00, 321.03
559.62, 0.00, 321.03
562.46, 20.00, 321.03
565.30, 19.90, 321.03
568.14, 30.00, 321.03
570.99, 30.00, 321.03
573.84, 50.00, 321.03
576.67, 20.00, 321.03
579.51, 20.00, 321.03
582.34, 20.00, 321.03
585.18, 50.00, 321.03
588.01, 40.00, 321.03
590.84, 49.90, 321.03
593.71, 70.00, 321.03
596.55, 60.00, 321.03
599.39, 50.00, 321.03
602.23, 40.00, 321.03
605.07, 20.00, 321.03
607.91, 50.00, 321.03
610.76, 19.90, 321.03
613.61, 20.00, 321.03
616.45, 20.00, 321.03
619.30, 50.00, 321.03
622.13, 30.00, 321.03
624.97, 10.00, 321.03
627.81, 20.00, 321.03
630.64, 20.00, 321.03
633.48, 70.00, 321.03
636.32, 30.00, 321.03
639.16, 30.00, 321.03
641.99, 30.00, 321.03
644.84, 40.00, 321.03
647.70, 30.00, 321.03
650.54, 20.00, 321.03
653.38, 50.00, 321.03
656.22, 40.00, 321.03
659.06, 10.00, 321.03
661.90, 60.00, 321.03
664.73, 10.00, 321.03
667.57, 20.00, 321.03
670.41, 30.00, 321.03
673.25, 10.00, 321.16
676.09, 30.00, 321.16
678.94, 20.00, 321.16
681.78, 40.00, 321.16
684.63, 20.00, 321.16
687.46, 20.00, 321.16
690.30, 20.00, 321.16
693.13, 40.00, 321.28
695.97, 30.00, 321.28
698.81, 30.00, 321.28
701.65, 10.00, 321.28
704.49, 40.00, 321.28
707.32, 0.00, 321.41
710.15, 40.00, 321.41
712.98, 50.00, 321.41
715.83, 20.00, 321.41
718.66, 20.00, 321.53
721.51, 20.00, 321.66
724.38, 30.00, 321.78
727.23, 50.00, 321.78
730.06, 39.90, 321.78
732.90, 30.00, 321.78
735.74, 20.00, 321.78
738.59, 60.00, 321.78
741.42, 30.00, 321.78
744.28, 10.00, 321.78
747.11, 50.00, 321.78
749.95, 10.00, 321.78
752.78, 20.00, 322.04
755.65, 50.00, 322.16
758.49, 10.00, 322.16
761.33, 50.00, 322.16
764.17, 40.00, 322.29
767.00, 40.00, 322.46
769.84, 20.00, 322.46
772.68, 50.00, 322.46
775.51, 40.00, 322.58
778.34, 10.00, 322.58
781.18, 40.00, 322.58
784.02, 30.00, 322.58
786.85, 30.00, 322.58
789.68, 30.00, 322.58
792.53, 50.00, 322.58
795.37, 30.00, 322.71
798.21, 30.00, 322.83
801.04, 40.00, 322.96
803.87, 30.00, 322.96
806.70, 10.00, 322.96
809.53, 40.00, 323.08
812.37, 20.00, 323.08
815.23, 10.00, 323.08
818.06, 40.00, 323.08
820.91, 40.00, 323.08
823.75, 40.00, 323.21
826.58, 20.00, 323.21
829.42, 9.90, 323.21
832.25, 30.00, 323.21
835.08, 20.00, 323.21
837.93, 20.00, 323.21
840.76, 10.00, 323.46
843.60, 30.00, 323.58
846.43, 40.00, 323.71
849.27, 30.00, 323.71
852.10, 40.00, 324.08
854.94, 20.00, 324.21
857.78, 20.00, 324.21
860.61, 20.00, 324.21
863.44, 20.00, 324.21
866.29, 50.00, 324.21
869.12, 20.00, 324.33
871.96, 20.00, 324.33
874.80, 20.00, 324.33
877.63, 50.00, 324.33
880.50, 30.00, 324.46
883.34, 30.00, 324.58
886.18, 30.00, 324.58
889.03, 10.00, 324.71
891.87, 50.00, 324.71
894.74, 60.00, 324.71
897.57, 40.00, 324.83
900.40, 60.00, 324.96
903.25, 50.00, 325.08
906.09, 30.00, 325.21
908.93, 40.00, 325.21
911.77, 0.00, 325.33
914.62, 20.00, 325.33
917.46, 30.00, 325.33
920.30, 30.00, 325.33
923.13, 30.00, 325.46
925.96, 50.00, 325.58
928.81, 10.00, 325.58
931.66, 20.00, 325.58
934.49, 30.00, 325.58
937.35, 20.00, 325.58
940.18, 50.00, 325.71
943.02, 20.00, 325.83
945.86, 40.00, 325.83
948.70, 40.00, 325.83
951.55, 20.00, 325.83
954.42, 20.00, 325.83
957.26, 20.00, 325.83
960.10, 20.00, 325.83
962.94, 60.00, 325.83
965.77, 20.00, 325.83
968.63, 20.00, 325.83
971.47, 50.00, 325.83
974.31, 50.00, 325.83
977.16, 20.00, 326.08
979.99, 50.00, 326.08
982.83, 30.00, 326.21
985.66, 50.00, 326.21
988.50, 10.00, 326.21
991.33, 40.00, 326.21
994.17, 30.00, 326.21
997.00, 30.00, 326.21
999.84, 20.00, 326.21
1002.67, 10.00, 326.21
1005.51, 40.00, 326.21
1008.34, 50.00, 326.21
1011.20, 30.00, 326.33
1014.03, 20.00, 326.33
1016.88, 30.00, 326.33
1019.72, 20.00, 326.33
1022.55, 10.00, 326.33
1025.40, 30.00, 326.33
1028.24, 20.00, 326.33
1031.08, 20.00, 326.33
1033.91, 10.00, 326.46
1036.74, 60.00, 326.46
1039.58, 30.00, 326.58
1042.41, 30.00, 326.58
1045.24, 30.00, 326.58
1048.08, 30.00, 326.58
1050.92, 10.00, 326.71
1053.75, 50.00, 326.71
1056.58, 10.00, 326.96
1059.42, 29.90, 326.96
1062.26, 40.00, 326.96
1065.09, 40.00, 326.96
1067.93, 10.00, 326.96
1070.78, 20.00, 326.96
1073.62, 30.00, 326.96
1076.46, 30.00, 326.96
1079.30, 20.00, 327.08
1082.14, 40.00, 327.08
1084.97, 60.00, 327.08
1087.81, 30.00, 327.08
1090.65, 0.00, 327.08
1093.48, 20.00, 327.21
1096.33, 10.00, 327.33
1099.16, 40.00, 327.33
1102.00, 30.00, 327.33
1104.85, 40.00, 327.33
1107.68, 30.00, 327.33
1110.55, 50.00, 327.33
1113.39, 30.00, 327.33
1116.24, 40.00, 327.33
1119.09, 50.00, 327.33
1121.93, 10.00, 327.33
1124.78, 50.00, 327.46
1127.62, 50.00, 327.46
1130.45, 20.00, 327.58
1133.30, 10.00, 327.58
1136.15, 20.00, 327.58
1138.98, 40.00, 327.58
1141.81, 30.00, 327.58
1144.66, 20.00, 327.58
1147.50, 40.00, 327.58
1150.33, 40.00, 327.58
1153.17, 40.00, 327.71
1156.00, 20.00, 327.83
1158.84, 50.00, 327.83
1161.69, 30.00, 327.83
1164.53, 30.00, 327.83
1167.37, 40.00, 328.08
1170.21, 50.00, 328.08
1173.05, 30.00, 328.08
1175.88, 0.00, 328.21
1178.73, 50.00, 328.21
1181.56, 20.00, 328.21
1184.42, 40.00, 328.21
1187.26, 40.00, 328.21
1190.09, 40.00, 328.21
1192.96, 20.00, 328.21
1195.80, 49.90, 328.21
1198.64, 40.00, 328.21
1201.47, 40.00, 328.21
1204.31, 10.00, 328.21
1207.14, 20.00, 328.21
1209.98, 20.00, 328.21
1212.82, 40.00, 328.21
1215.67, 29.80, 328.21
1218.51, 20.00, 328.21
1221.35, 20.00, 328.21
1224.19, 20.00, 328.21
1227.03, 50.00, 328.21
1229.87, 10.00, 328.21
1232.71, 30.00, 328.21
1235.56, 40.00, 328.21
1238.40, 40.00, 328.21
1241.24, 20.00, 328.33
1244.09, 20.00, 328.33
1246.93, 10.00, 328.33
1249.76, 20.00, 328.33
1252.60, 40.00, 328.33
1255.45, 10.00, 328.33
1258.30, 40.00, 328.33
1261.13, 10.00, 328.33
1263.98, 20.00, 328.33
1266.82, 20.00, 328.33
1269.65, 50.00, 328.33
1272.49, 10.00, 328.33
1275.34, 29.90, 328.33
1278.17, 0.00, 328.33
1281.01, 10.00, 328.33
1283.84, 30.00, 328.33
1286.68, 30.00, 328.33
1289.55, 30.00, 328.33
1292.39, 39.90, 328.33
1295.23, 50.00, 328.33
1298.06, 30.00, 328.33
1300.90, 20.00, 328.33
1303.74, 29.90, 328.33
1306.58, 40.00, 328.33
1309.42, 30.00, 328.33
1312.27, 10.00, 328.33
1315.11, 0.00, 328.33
1317.95, 20.00, 328.33
1320.79, 30.00, 328.33
1323.63, 40.00, 328.33
1326.46, 40.00, 328.33
1329.30, 40.00, 328.33
1332.13, 40.00, 328.33
1334.97, 30.00, 328.33
1337.82, 50.00, 328.33
1340.65, 40.00, 328.33
1343.50, 30.00, 328.33
1346.35, 40.00, 328.33
1349.19, 49.90, 328.33
1352.03, 20.00, 328.33
1354.86, 30.00, 328.33
1357.70, 40.00, 328.33
1360.54, 20.00, 328.33
1363.37, 40.00, 328.33
1366.21, 60.00, 328.33
1369.04, 10.00, 328.33
1371.88, 20.00, 328.33
1374.71, 40.00, 328.33
1377.54, 20.00, 328.33
1380.38, 40.00, 328.33
1383.21, 60.00, 328.83
1386.07, 30.00, 328.83
1388.92, 40.00, 328.83
1391.77, 30.00, 328.83
1394.61, 20.00, 328.83
1397.44, 40.00, 328.83
1400.28, 20.00, 328.83
1403.12, 20.00, 328.83
1405.96, 40.00, 328.83
1408.80, 20.00, 328.83
1411.64, 80.00, 328.83
1414.48, 30.00, 328.83
1417.31, 20.00, 328.83
1420.17, 40.00, 328.83
1423.01, 50.00, 328.83
1425.84, 40.00, 328.83
1428.68, 30.00, 328.83
1431.51, 50.00, 329.08
1434.34, 40.00, 329.21
1437.18, 20.00, 329.33
1440.02, 10.00, 329.33
1442.85, 30.00, 329.33
1445.69, 30.00, 329.46
1448.52, 30.00, 329.58
1451.35, 20.00, 329.58
1454.19, 50.00, 329.58
1457.03, 30.00, 329.58
1459.86, 10.00, 329.71
1462.70, 20.00, 329.71
1465.53, 30.00, 329.71
1468.37, 30.00, 329.71
1471.20, 10.00, 329.83
1474.03, 50.00, 330.08
1476.87, 20.00, 330.08
1479.70, 19.90, 330.08
1482.54, 30.00, 330.21
1485.37, 20.00, 330.21
1488.20, 10.00, 330.21
1491.03, 20.00, 330.21
1493.86, 30.00, 330.21
1496.70, 50.00, 330.21
1499.53, 30.00, 330.21
1502.36, 10.00, 330.21
1505.22, 30.00, 330.21
1508.06, 20.00, 330.21
1510.92, 10.00, 330.21
1513.77, 20.00, 330.21
1516.60, 30.00, 330.21
1519.44, 20.00, 330.21
1522.29, 20.00, 330.21
1525.14, 30.00, 330.33
1527.97, 0.00, 330.33
1530.80, 30.00, 330.33
1533.64, 30.00, 330.33
1536.47, 20.00, 330.33
1539.30, 30.00, 330.33
1542.13, 10.00, 330.46
1544.97, 40.00, 330.71
1547.80, 19.90, 330.71
1550.63, 40.00, 330.71
1553.47, 20.00, 330.83
1556.30, 40.00, 330.83
1559.15, 20.00, 330.83
1561.98, 30.00, 330.83
1564.82, 30.00, 330.83
1567.65, 50.00, 330.96
1570.48, 20.00, 330.96
1573.34, 50.00, 330.96
1576.17, 40.00, 331.08
1579.00, 20.00, 331.21
1581.83, 50.00, 331.21
1584.66, 10.00, 331.21
1587.50, 40.00, 331.33
1590.33, 20.00, 331.33
1593.18, 20.00, 331.33
1596.01, 40.00, 331.33
1598.85, 10.00, 331.33
1601.68, 40.00, 331.33
1604.51, 30.00, 331.46
1607.34, 40.00, 331.46
1610.18, 20.00, 331.46
1613.02, 10.00, 331.46
1615.85, 40.00, 331.46
1618.71, 10.00, 331.46
1621.54, 30.00, 331.46
1624.38, 29.90, 331.58
1627.22, 0.00, 331.58
1630.06, 20.00, 331.58
1632.89, 30.00, 331.71
1635.72, 30.00, 331.71
1638.55, 39.90, 331.71
1641.39, 30.00, 331.71
1644.22, 30.00, 331.71
1647.05, 10.00, 331.71
1649.87, 50.00, 331.71
1652.72, 30.00, 331.71
1655.56, 40.00, 331.83
1658.40, 40.00, 331.83
1661.23, 20.00, 331.83
1664.06, 10.00, 331.83
1666.90, 0.00, 331.83
1669.73, 40.00, 331.83
1672.56, 0.00, 331.83
1675.40, 10.00, 331.83
1678.23, 40.00, 331.83
1681.05, 60.00, 331.83
1683.89, 30.00, 331.83
1686.72, 30.00, 331.83
1689.55, 20.00, 331.83
1692.39, 20.00, 331.83
1695.22, 20.00, 331.83
1698.06, 30.00, 331.83
1700.90, 50.00, 331.83
1703.74, 40.00, 331.83
1706.57, 40.00, 331.83
1709.41, 20.00, 331.83
1712.25, 0.00, 331.83
1715.09, 0.00, 331.83
1717.94, 40.00, 331.83
1720.78, 20.00, 331.83
1723.63, 30.00, 331.83
1726.48, 40.00, 331.83
1729.31, 10.00, 331.83
1732.15, 60.00, 331.83
1734.98, 20.00, 331.83
1737.83, 30.00, 331.83
1740.66, 20.00, 331.83
1743.50, 20.00, 331.83
1746.33, 50.00, 331.83
1749.18, 30.00, 331.83
1752.03, 29.90, 331.83
1754.86, 10.00, 331.83
1757.69, 40.00, 331.83
1760.54, 40.00, 331.83
1763.37, 20.00, 331.83
1766.21, 20.00, 331.83
1769.04, 70.00, 331.83
1771.88, 20.00, 331.83
1774.71, 0.00, 331.83
1777.54, 10.00, 331.83
1780.37, 10.00, 331.83
1783.20, 50.00, 331.83
1786.03, 30.00, 331.83
1788.86, 30.00, 331.83
1791.70, 10.00, 331.83
1794.54, 30.00, 331.83
1797.37, 30.00, 331.83
1800.21, 40.00, 331.83
1803.04, 50.00, 331.83
1805.88, 30.00, 331.83
1808.72, 20.00, 331.83
