Time(s), CPU(%), Memory(MB)
1340.24, 40.00, 585.88
1343.07, 20.00, 585.88
1345.92, 10.00, 585.88
1348.74, 50.00, 585.88
1351.60, 30.00, 585.88
1354.42, 0.00, 585.88
1357.24, 20.00, 585.88
1360.07, 30.00, 585.88
1362.90, 20.00, 585.88
1365.73, 50.00, 585.88
1368.56, 30.00, 585.88
1371.38, 30.00, 585.88
1374.21, 10.00, 585.88
1377.04, 10.00, 585.88
1379.87, 20.00, 585.88
1382.71, 20.00, 585.88
1385.55, 30.00, 585.88
1388.37, 20.00, 585.88
1391.21, 10.00, 585.88
1394.06, 10.00, 585.88
1396.88, 40.00, 585.88
1399.71, 40.00, 585.88
1402.54, 30.00, 585.88
1405.37, 20.00, 585.88
1408.19, 40.00, 585.88
1411.02, 20.00, 585.88
1413.84, 10.00, 585.88
1416.67, 30.00, 585.88
1419.50, 30.00, 585.88
1422.33, 30.00, 585.88
1425.16, 20.00, 585.88
1427.99, 10.00, 585.88
1430.82, 40.00, 585.88
1433.65, 30.00, 585.88
1436.48, 50.00, 585.88
1439.30, 30.00, 585.88
1442.13, 10.00, 585.88
1444.95, 30.00, 585.88
1447.78, 10.00, 585.88
1450.60, 30.00, 585.88
1453.43, 20.00, 585.88
1456.26, 30.00, 586.01
1459.08, 30.00, 586.13
1461.91, 30.00, 586.13
1464.76, 40.00, 586.13
1467.59, 30.00, 586.13
1470.43, 20.00, 586.13
1473.25, 40.00, 586.26
1476.08, 10.00, 586.26
1478.94, 10.00, 586.26
1481.77, 30.00, 586.26
1484.61, 40.00, 586.26
1487.44, 40.00, 586.26
1490.27, 40.00, 586.26
1493.11, 50.00, 586.26
1495.94, 30.00, 586.26
1498.76, 10.00, 586.26
1501.59, 30.00, 586.26
1504.42, 20.00, 586.26
1507.25, 10.00, 586.26
1510.07, 30.00, 586.26
1512.90, 40.00, 586.26
1515.73, 30.00, 586.26
1518.56, 0.00, 586.26
1521.40, 20.00, 586.26
1524.22, 30.00, 586.26
1527.06, 30.00, 586.26
1529.89, 40.00, 586.26
1532.72, 20.00, 586.26
1535.56, 30.00, 586.26
1538.41, 10.00, 586.26
1541.24, 60.00, 586.26
1544.08, 20.00, 586.26
1546.91, 30.00, 586.26
1549.74, 30.00, 586.26
1552.56, 30.00, 586.26
1555.39, 50.00, 586.26
1558.23, 10.00, 586.26
1561.06, 30.00, 586.26
1563.89, 40.00, 586.26
1566.71, 40.00, 586.26
1569.54, 30.00, 586.26
1572.37, 10.00, 586.26
1575.21, 30.00, 586.26
1578.04, 20.00, 586.26
1580.87, 0.00, 586.26
1583.70, 30.00, 586.26
1586.53, 10.00, 586.26
1589.36, 20.00, 586.26
1592.19, 50.00, 586.38
1595.01, 19.90, 586.38
1597.84, 20.00, 586.38
1600.66, 0.00, 586.38
1603.49, 40.00, 586.38
1606.32, 40.00, 586.38
1609.15, 50.00, 586.38
1611.98, 50.00, 586.38
1614.81, 10.00, 586.38
1617.64, 30.00, 586.51
1620.47, 30.00, 586.51
1623.30, 30.00, 586.51
1626.13, 20.00, 586.51
1628.96, 20.00, 586.51
1631.80, 20.00, 586.51
1634.63, 0.00, 586.63
1637.46, 30.00, 586.63
1640.29, 20.00, 586.63
1643.11, 50.00, 586.63
1645.94, 30.00, 586.63
1648.76, 40.00, 586.63
1651.58, 30.00, 586.63
1654.41, 40.00, 586.63
1657.23, 30.00, 586.63
1660.06, 20.00, 586.63
1662.90, 30.00, 586.63
1665.72, 20.00, 586.63
1668.55, 10.00, 586.63
1671.39, 30.00, 586.63
1674.22, 20.00, 586.76
1677.05, 10.00, 586.88
1679.90, 30.00, 586.88
1682.72, 20.00, 586.88
1685.55, 10.00, 586.88
1688.38, 20.00, 586.88
1691.21, 40.00, 586.88
1694.06, 30.00, 586.88
1696.91, 30.00, 586.88
1699.74, 0.00, 586.88
1702.57, 30.00, 586.88
1705.40, 40.00, 586.88
1708.25, 30.00, 586.88
1711.09, 0.00, 586.88
1713.92, 10.00, 586.88
1716.75, 20.00, 586.88
1719.57, 20.00, 586.88
1722.40, 30.00, 586.88
1725.23, 40.00, 586.88
1728.06, 49.90, 586.88
1730.88, 40.00, 586.88
1733.70, 30.00, 586.88
1736.53, 10.00, 586.88
1739.35, 50.00, 586.88
1742.18, 10.00, 586.88
1745.01, 40.00, 586.88
1747.84, 10.00, 586.88
1750.66, 50.00, 586.88
1753.49, 20.00, 586.88
1756.32, 10.00, 586.88
1759.15, 50.00, 586.88
1761.97, 30.00, 586.88
1764.80, 10.00, 586.88
1767.62, 30.00, 586.88
1770.45, 50.00, 586.88
1773.27, 30.00, 586.88
1776.09, 20.00, 586.88
1778.92, 20.00, 586.88
1781.75, 30.00, 586.88
1784.57, 30.00, 586.88
1787.40, 0.00, 586.88
1790.25, 20.00, 586.88
1793.08, 40.00, 586.88
1795.91, 20.00, 586.88
1798.73, 20.00, 586.88
1801.56, 30.00, 586.88
1804.39, 20.00, 586.88
