Time(s), CPU(%), Memory(MB)
913.22, 20.00, 584.11
916.04, 30.00, 584.11
918.87, 40.00, 584.11
921.69, 30.00, 584.23
924.52, 20.00, 584.23
927.36, 20.00, 584.23
930.19, 30.00, 584.23
933.01, 30.00, 584.36
935.84, 30.00, 584.36
938.69, 10.00, 584.36
941.52, 10.00, 584.36
944.34, 40.00, 584.36
947.18, 20.00, 584.36
950.01, 30.00, 584.36
952.84, 20.00, 584.36
955.67, 60.00, 584.48
958.49, 20.00, 584.48
961.34, 40.00, 584.48
964.17, 20.00, 584.48
967.02, 30.00, 584.48
969.85, 40.00, 584.48
972.67, 50.00, 584.48
975.50, 30.00, 584.48
978.33, 40.00, 584.61
981.15, 30.00, 584.73
983.97, 20.00, 584.86
986.80, 30.00, 584.86
989.63, 30.00, 584.86
992.45, 0.00, 584.98
995.28, 40.00, 584.98
998.12, 20.00, 584.98
1000.95, 20.00, 584.98
1003.78, 30.00, 584.98
1006.60, 30.00, 584.98
1009.43, 50.00, 584.98
1012.26, 20.00, 584.98
1015.09, 50.00, 584.98
1017.92, 10.00, 584.98
1020.76, 30.00, 584.98
1023.58, 30.00, 585.11
1026.42, 50.00, 585.11
1029.24, 29.90, 585.11
1032.07, 30.00, 585.11
1034.92, 40.00, 585.11
1037.75, 50.00, 585.11
1040.57, 50.00, 585.11
1043.42, 20.00, 585.36
1046.25, 30.00, 585.36
1049.08, 30.00, 585.36
1051.90, 10.00, 585.36
1054.73, 70.00, 585.36
1057.56, 10.00, 585.48
1060.38, 20.00, 585.48
1063.21, 50.00, 585.48
1066.05, 30.00, 585.48
1068.87, 30.00, 585.48
1071.73, 20.00, 585.48
1074.56, 30.00, 585.48
1077.39, 40.00, 585.48
1080.23, 30.00, 585.48
1083.07, 30.00, 585.61
1085.91, 30.00, 585.61
1088.73, 20.00, 585.73
1091.56, 50.00, 585.73
1094.39, 30.00, 585.73
1097.22, 40.00, 585.86
1100.05, 30.00, 585.86
1102.89, 30.00, 585.86
1105.72, 30.00, 585.86
1108.54, 20.00, 585.86
1111.37, 10.00, 585.86
1114.20, 40.00, 585.86
1117.02, 10.00, 585.86
1119.85, 40.00, 585.86
1122.68, 60.00, 585.86
1125.51, 40.00, 585.86
1128.33, 40.00, 585.86
1131.18, 10.00, 585.86
1134.01, 20.00, 585.86
1136.83, 10.00, 585.86
1139.66, 40.00, 585.86
1142.49, 50.00, 585.86
1145.32, 39.90, 585.86
1148.14, 10.00, 585.86
1150.97, 40.00, 585.98
1153.80, 30.00, 585.98
1156.63, 40.00, 585.98
1159.45, 40.00, 585.98
1162.29, 20.00, 585.98
1165.11, 40.00, 585.98
1167.93, 20.00, 585.98
1170.77, 20.00, 585.98
1173.60, 0.00, 585.98
1176.44, 30.00, 586.11
1179.28, 30.00, 586.11
1182.10, 30.00, 586.11
1184.93, 10.00, 586.11
1187.76, 40.00, 586.11
1190.58, 30.00, 586.11
1193.41, 40.00, 586.11
1196.25, 50.00, 586.11
1199.07, 20.00, 586.11
1201.92, 40.00, 586.11
1204.74, 30.00, 586.11
1207.58, 20.00, 586.11
1210.40, 30.00, 586.11
1213.25, 40.00, 586.11
1216.08, 30.00, 586.11
1218.90, 60.00, 586.11
1221.74, 10.00, 586.11
1224.56, 10.00, 586.11
1227.39, 20.00, 586.11
1230.22, 20.00, 586.11
1233.05, 30.00, 586.11
1235.88, 30.00, 586.11
1238.70, 40.00, 586.11
1241.53, 30.00, 586.11
1244.36, 70.00, 586.11
1247.18, 10.00, 586.11
1250.04, 39.90, 586.11
1252.87, 30.00, 586.11
1255.70, 30.00, 586.11
1258.52, 40.00, 586.11
1261.35, 30.00, 586.11
1264.17, 30.00, 586.11
1267.00, 29.90, 586.11
1269.82, 40.00, 586.11
1272.65, 50.00, 586.11
1275.48, 60.00, 586.11
1278.31, 40.00, 586.11
1281.14, 20.00, 586.11
1283.96, 10.00, 586.11
1286.79, 30.00, 586.11
1289.62, 50.00, 586.11
1292.45, 40.00, 586.11
1295.28, 20.00, 586.11
1298.11, 50.00, 586.11
1300.93, 30.00, 586.11
1303.77, 10.00, 586.11
1306.59, 20.00, 586.11
1309.43, 10.00, 586.11
1312.26, 40.00, 586.11
1315.09, 30.00, 586.11
1317.92, 20.00, 586.11
1320.74, 20.00, 586.11
1323.57, 60.00, 586.11
1326.40, 40.00, 586.11
1329.23, 30.00, 586.11
1332.06, 50.00, 586.11
1334.88, 0.00, 586.11
1337.70, 10.00, 586.11
1340.53, 40.00, 586.11
1343.36, 30.00, 586.11
1346.20, 30.00, 586.11
1349.03, 30.00, 586.11
1351.86, 30.00, 586.11
1354.69, 30.00, 586.11
1357.51, 30.00, 586.11
1360.34, 30.00, 586.11
1363.16, 30.00, 586.11
1365.99, 40.00, 586.11
1368.82, 10.00, 586.11
1371.65, 40.00, 586.11
1374.48, 20.00, 586.11
1377.30, 10.00, 586.11
1380.14, 40.00, 586.11
1382.97, 20.00, 586.11
1385.80, 40.00, 586.11
1388.64, 20.00, 586.11
1391.49, 50.00, 586.11
1394.32, 40.00, 586.11
1397.15, 0.00, 586.11
1399.97, 70.00, 586.11
1402.80, 30.00, 586.11
1405.63, 50.00, 586.11
1408.46, 20.00, 586.11
1411.28, 20.00, 586.11
1414.11, 30.00, 586.11
1416.95, 20.00, 586.11
1419.78, 40.00, 586.11
1422.61, 30.00, 586.11
1425.43, 10.00, 586.11
1428.26, 20.00, 586.11
1431.08, 0.00, 586.11
1433.91, 10.00, 586.11
1436.74, 0.00, 586.11
1439.57, 10.00, 586.11
1442.41, 50.00, 586.11
1445.23, 40.00, 586.11
1448.07, 40.00, 586.23
1450.89, 40.00, 586.23
1453.72, 30.00, 586.23
1456.55, 20.00, 586.23
1459.38, 50.00, 586.36
1462.20, 50.00, 586.36
1465.04, 30.00, 586.36
1467.88, 10.00, 586.36
1470.70, 30.00, 586.36
1473.53, 29.90, 586.36
1476.35, 30.00, 586.36
1479.18, 30.00, 586.36
1482.00, 70.00, 586.36
1484.83, 30.00, 586.36
1487.66, 20.00, 586.48
1490.49, 50.00, 586.61
1493.31, 30.00, 586.61
1496.14, 20.00, 586.61
1498.97, 50.00, 586.61
1501.79, 50.00, 586.73
1504.62, 10.00, 586.73
1507.45, 30.00, 586.73
1510.27, 10.00, 586.73
1513.10, 20.00, 586.73
1515.94, 50.00, 586.73
1518.77, 30.00, 586.73
1521.60, 30.00, 586.86
1524.44, 20.00, 586.86
1527.27, 50.00, 586.98
1530.10, 0.00, 586.98
1532.93, 40.00, 586.98
1535.75, 30.00, 586.98
1538.58, 30.00, 586.98
1541.41, 10.00, 586.98
1544.23, 50.00, 586.98
1547.06, 40.00, 586.98
1549.88, 40.00, 586.98
1552.72, 50.00, 586.98
1555.54, 40.00, 586.98
1558.37, 20.00, 586.98
1561.20, 30.00, 586.98
1564.03, 50.00, 586.98
1566.85, 40.00, 586.98
1569.70, 50.00, 586.98
1572.53, 39.90, 587.11
1575.35, 20.00, 587.11
1578.18, 30.00, 587.11
1581.01, 20.00, 587.11
1583.85, 30.00, 587.23
1586.68, 40.00, 587.23
1589.50, 40.00, 587.23
