Time(s), CPU(%), Memory(MB)
169.75, 10.00, 382.88
171.98, 30.00, 383.00
174.20, 30.00, 383.00
176.43, 20.00, 383.00
178.65, 30.00, 383.12
180.87, 20.00, 383.12
183.09, 10.00, 383.12
185.31, 20.00, 383.12
187.54, 20.00, 383.38
189.77, 20.00, 383.38
192.00, 20.00, 383.50
194.22, 20.00, 383.50
196.44, 10.00, 383.50
198.66, 20.00, 383.62
200.88, 10.00, 383.62
203.10, 30.00, 383.62
205.32, 10.00, 383.62
207.55, 20.00, 383.75
209.77, 20.00, 383.75
211.99, 20.00, 383.75
214.22, 20.00, 383.75
216.45, 30.00, 382.29
218.68, 30.00, 379.96
220.90, 0.00, 379.15
223.12, 0.00, 379.15
225.35, 10.00, 379.40
227.58, 10.00, 379.40
229.80, 20.00, 379.53
232.03, 20.00, 379.53
234.26, 10.00, 379.65
236.48, 10.00, 379.65
238.70, 20.00, 379.65
240.93, 0.00, 379.90
243.15, 10.00, 379.90
245.39, 0.00, 379.90
247.61, 30.00, 379.90
249.84, 30.00, 379.90
252.06, 20.00, 380.15
254.29, 0.00, 380.15
256.51, 20.00, 380.15
258.74, 10.00, 380.15
260.96, 30.00, 380.15
263.19, 10.00, 380.15
265.41, 20.00, 380.15
267.63, 10.00, 380.15
269.87, 10.00, 380.15
272.09, 30.00, 380.15
274.31, 10.00, 380.15
276.54, 20.00, 380.15
278.76, 0.00, 380.15
280.98, 10.00, 380.15
283.20, 40.00, 380.15
285.43, 0.00, 380.15
287.65, 30.00, 380.15
289.87, 30.00, 380.28
292.11, 30.00, 380.28
294.34, 20.00, 380.28
296.56, 20.00, 380.28
298.78, 40.00, 380.28
301.01, 10.00, 380.28
303.23, 30.00, 380.28
305.45, 30.00, 380.40
307.68, 40.00, 380.40
309.91, 20.00, 380.53
312.14, 30.00, 380.53
314.36, 20.00, 380.53
316.58, 20.00, 380.65
318.80, 10.00, 380.65
321.03, 10.00, 380.65
323.25, 20.00, 380.65
325.47, 0.00, 380.65
327.70, 30.00, 380.65
329.92, 20.00, 380.65
332.14, 20.00, 380.78
334.36, 0.00, 380.90
336.59, 30.00, 380.90
338.81, 20.00, 380.90
341.03, 20.00, 380.90
343.26, 10.00, 380.90
345.49, 0.00, 380.90
347.73, 10.00, 380.90
349.95, 10.00, 380.90
352.17, 10.00, 381.15
354.41, 20.00, 381.15
356.63, 10.00, 381.15
358.86, 30.00, 381.15
361.08, 10.00, 381.15
363.31, 20.00, 381.15
365.53, 20.00, 381.15
367.75, 0.00, 381.15
369.98, 10.00, 381.28
372.20, 20.00, 381.28
374.42, 20.00, 381.28
376.64, 40.00, 381.28
378.86, 0.00, 381.28
381.09, 10.00, 381.28
383.32, 20.00, 381.53
385.55, 10.00, 381.53
387.77, 10.00, 381.53
389.99, 10.00, 381.53
392.21, 30.00, 381.65
394.43, 30.00, 381.65
396.66, 10.00, 381.78
398.88, 30.00, 381.78
401.11, 10.00, 381.90
403.34, 30.00, 381.90
405.57, 10.00, 381.90
407.79, 20.00, 382.03
410.01, 20.00, 382.15
412.23, 20.00, 382.15
414.45, 20.00, 382.15
416.67, 20.00, 382.28
418.89, 10.00, 382.40
421.11, 20.00, 382.40
423.34, 10.00, 382.40
425.56, 20.00, 382.40
427.79, 30.00, 382.40
430.01, 20.00, 382.40
432.23, 20.00, 382.40
434.46, 10.00, 382.53
436.69, 30.00, 382.53
438.92, 20.00, 382.53
441.15, 30.00, 382.53
443.39, 40.00, 382.65
445.61, 30.00, 382.65
447.83, 10.00, 382.90
450.05, 20.00, 382.90
452.28, 30.00, 382.90
454.50, 20.00, 383.03
456.73, 20.00, 383.15
458.96, 10.00, 383.28
461.18, 30.00, 383.40
463.40, 20.00, 383.40
465.63, 20.00, 383.40
467.86, 30.00, 383.65
470.08, 30.00, 383.65
472.30, 30.00, 383.65
474.53, 20.00, 383.65
476.75, 20.00, 383.65
478.98, 10.00, 383.78
481.21, 29.90, 383.78
483.43, 20.00, 383.78
485.65, 20.00, 383.78
487.87, 10.00, 383.78
490.10, 20.00, 383.90
492.33, 10.00, 383.90
494.55, 30.00, 383.06
496.77, 20.00, 379.93
498.99, 20.00, 379.11
501.22, 10.00, 379.11
503.44, 0.00, 379.11
505.66, 20.00, 379.11
507.88, 10.00, 379.11
510.11, 10.00, 379.11
512.35, 20.00, 379.11
514.57, 20.00, 379.11
516.79, 10.00, 379.11
519.03, 20.00, 379.23
521.26, 0.00, 379.23
523.49, 10.00, 379.36
525.71, 10.00, 379.36
527.93, 10.00, 379.48
530.16, 10.00, 379.48
532.38, 10.00, 379.48
534.61, 10.00, 379.48
536.83, 19.90, 379.48
539.05, 10.00, 379.61
541.29, 0.00, 379.61
543.53, 10.00, 379.61
545.75, 20.00, 379.61
547.98, 0.00, 379.98
550.21, 10.00, 379.98
552.43, 0.00, 379.98
554.66, 20.00, 379.98
556.90, 20.00, 379.98
559.13, 20.00, 379.98
561.36, 30.00, 379.98
563.58, 10.00, 379.98
565.80, 20.00, 380.11
568.03, 0.00, 380.23
570.25, 10.00, 380.23
572.47, 0.00, 380.23
574.70, 10.00, 380.36
576.92, 20.00, 380.36
579.15, 40.00, 380.36
581.38, 10.00, 380.48
583.61, 0.00, 380.48
585.85, 20.00, 380.48
588.08, 20.00, 380.61
590.31, 20.00, 380.73
592.54, 30.00, 380.73
594.77, 20.00, 380.86
597.00, 0.00, 380.86
599.22, 20.00, 380.98
601.44, 0.00, 381.11
603.68, 10.00, 381.11
605.90, 20.00, 381.11
608.12, 10.00, 381.11
610.35, 10.00, 381.11
612.57, 30.00, 381.11
614.79, 10.00, 381.23
617.01, 10.00, 381.23
619.24, 30.00, 381.48
621.47, 20.00, 381.48
623.70, 20.00, 381.48
625.92, 20.00, 381.48
628.15, 20.00, 381.48
630.38, 20.00, 381.48
632.60, 20.00, 381.61
634.82, 0.00, 381.61
637.06, 10.00, 381.61
639.28, 10.00, 381.73
641.51, 20.00, 381.73
643.73, 20.00, 381.73
645.96, 30.00, 381.73
648.19, 30.00, 381.73
650.41, 10.00, 381.86
652.63, 10.00, 381.86
654.86, 30.00, 381.86
657.08, 0.00, 381.86
659.31, 10.00, 381.98
661.55, 10.00, 381.98
663.78, 30.00, 381.98
666.00, 40.00, 382.11
668.23, 30.00, 382.11
670.48, 20.00, 382.36
672.70, 30.00, 382.36
674.92, 30.00, 382.36
677.15, 40.00, 382.36
679.38, 20.00, 382.48
681.60, 0.00, 382.48
683.82, 10.00, 382.48
686.05, 30.00, 382.48
688.27, 40.00, 382.48
690.50, 30.00, 382.48
692.73, 30.00, 382.48
694.95, 20.00, 382.48
697.17, 10.00, 382.48
699.40, 10.00, 382.73
701.62, 10.00, 382.73
703.85, 30.00, 382.73
706.08, 10.00, 382.73
708.31, 10.00, 382.86
710.54, 20.00, 382.86
712.77, 0.00, 382.86
715.00, 10.00, 382.98
717.22, 30.00, 382.98
719.47, 20.00, 383.11
721.70, 0.00, 383.23
723.93, 40.00, 383.36
726.15, 30.00, 383.36
728.38, 10.00, 383.48
730.60, 0.00, 383.48
732.82, 10.00, 383.48
735.05, 10.00, 383.48
737.27, 0.00, 383.48
739.50, 10.00, 383.48
741.72, 20.00, 383.48
743.95, 30.00, 383.73
746.17, 30.00, 383.73
748.41, 20.00, 383.86
750.64, 10.00, 383.98
752.88, 30.00, 383.98
755.10, 30.00, 383.98
757.35, 30.00, 383.98
759.59, 20.00, 384.11
761.82, 10.00, 384.11
764.04, 10.00, 384.11
766.26, 20.00, 384.11
768.52, 29.90, 384.23
770.74, 40.00, 384.23
772.96, 10.00, 384.23
775.19, 10.00, 384.23
777.42, 10.00, 384.23
779.66, 10.00, 384.36
781.90, 0.00, 384.48
784.12, 10.00, 384.48
786.36, 0.00, 384.48
788.59, 20.00, 384.48
790.82, 10.00, 384.48
793.04, 0.00, 384.61
795.26, 0.00, 384.61
797.49, 0.00, 384.61
799.72, 30.00, 384.61
801.95, 20.00, 384.73
804.18, 10.00, 384.73
806.42, 0.00, 384.73
808.64, 20.00, 384.73
810.86, 0.00, 384.86
813.08, 20.00, 384.86
815.31, 40.00, 385.11
817.54, 40.00, 385.11
819.78, 10.00, 385.11
822.00, 20.00, 385.23
824.23, 30.00, 385.23
826.46, 30.00, 385.23
828.69, 20.00, 385.23
830.92, 10.00, 385.23
833.14, 20.00, 385.23
835.37, 10.00, 385.23
837.60, 9.90, 385.36
839.83, 20.00, 385.36
842.06, 10.00, 385.36
844.29, 20.00, 385.36
846.51, 0.00, 385.36
848.73, 0.00, 385.36
850.96, 40.00, 385.36
853.19, 20.00, 385.36
855.43, 10.00, 385.36
857.66, 10.00, 385.36
859.88, 20.00, 385.36
862.11, 0.00, 385.36
864.34, 10.00, 385.36
866.57, 20.00, 385.36
868.79, 10.00, 385.36
871.02, 20.00, 385.36
873.25, 40.00, 385.36
875.48, 30.00, 385.36
877.71, 0.00, 385.36
879.94, 20.00, 385.48
882.17, 20.00, 385.61
884.42, 20.00, 385.61
886.64, 10.00, 385.61
888.88, 10.00, 385.61
891.10, 10.00, 385.86
893.33, 0.00, 385.86
895.56, 10.00, 386.23
897.79, 30.00, 386.23
900.03, 0.00, 386.23
902.25, 10.00, 386.23
904.48, 20.00, 386.23
906.72, 20.00, 386.23
908.95, 10.00, 386.23
911.17, 20.00, 386.36
913.39, 40.00, 386.36
915.63, 20.00, 386.36
917.85, 20.00, 386.36
920.08, 20.00, 386.48
922.30, 10.00, 386.48
924.52, 20.00, 386.48
926.74, 20.00, 386.48
928.97, 20.00, 386.48
931.19, 30.00, 386.48
933.42, 10.00, 386.48
935.64, 20.00, 386.48
937.89, 20.00, 386.48
940.12, 30.00, 386.48
942.34, 0.00, 386.48
944.56, 0.00, 386.61
946.80, 30.00, 386.61
949.02, 10.00, 386.61
951.25, 10.00, 386.73
953.48, 10.00, 387.11
955.70, 10.00, 387.11
957.93, 30.00, 387.11
960.16, 20.00, 387.23
962.39, 10.00, 387.23
964.61, 30.00, 387.23
966.84, 20.00, 387.48
969.07, 10.00, 387.61
971.32, 30.00, 387.61
973.55, 20.00, 387.61
975.77, 20.00, 387.61
978.00, 10.00, 387.86
980.23, 20.00, 387.86
982.45, 40.00, 387.86
984.69, 30.00, 387.86
986.92, 10.00, 387.86
989.16, 0.00, 387.98
991.39, 20.00, 387.98
993.62, 20.00, 388.11
995.85, 10.00, 388.23
998.07, 0.00, 388.36
1000.30, 20.00, 388.48
1002.52, 20.00, 388.48
1004.76, 10.00, 388.48
1006.99, 10.00, 388.73
1009.22, 10.00, 388.73
1011.45, 10.00, 388.73
1013.67, 30.00, 388.73
1015.91, 20.00, 388.86
1018.14, 30.00, 389.11
1020.37, 10.00, 389.11
1022.60, 10.00, 389.11
1024.83, 30.00, 389.11
1027.08, 20.00, 389.11
1029.31, 0.00, 389.11
1031.54, 10.00, 389.23
1033.78, 10.00, 389.48
1036.01, 30.00, 389.61
1038.23, 20.00, 389.61
1040.45, 20.00, 389.61
1042.68, 50.00, 389.73
1044.90, 20.00, 389.73
1047.13, 10.00, 389.73
1049.37, 10.00, 389.86
1051.60, 20.00, 389.86
1053.83, 20.00, 389.86
1056.05, 10.00, 389.86
1058.28, 10.00, 389.98
1060.50, 0.00, 389.98
1062.73, 0.00, 389.98
1064.96, 30.00, 389.98
1067.19, 0.00, 389.98
1069.41, 10.00, 389.98
1071.64, 0.00, 389.98
1073.87, 0.00, 389.98
1076.10, 0.00, 389.98
1078.33, 20.00, 389.98
1080.56, 10.00, 389.98
1082.79, 10.00, 389.98
1085.01, 10.00, 389.98
1087.24, 10.00, 389.98
1089.49, 10.00, 389.98
1091.71, 0.00, 389.98
1093.94, 0.00, 389.98
1096.16, 20.00, 389.98
1098.39, 0.00, 389.98
1100.62, 10.00, 389.98
1102.85, 30.00, 389.98
1105.08, 30.00, 389.98
1107.32, 20.00, 389.98
1109.56, 20.00, 389.98
1111.80, 20.00, 389.98
1114.03, 20.00, 389.98
1116.25, 0.00, 389.98
1118.49, 10.00, 389.98
1120.72, 10.00, 389.98
1122.94, 20.00, 389.98
1125.17, 0.00, 389.98
1127.39, 20.00, 389.98
1129.61, 10.00, 389.98
1131.84, 30.00, 389.98
1134.07, 20.00, 389.98
1136.30, 30.00, 389.98
1138.53, 30.00, 389.98
1140.77, 10.00, 389.98
1142.99, 30.00, 389.98
1145.21, 30.00, 389.98
1147.45, 40.00, 389.98
1149.67, 20.00, 389.98
1151.89, 20.00, 389.98
1154.13, 10.00, 389.98
1156.38, 20.00, 389.98
1158.62, 20.00, 389.98
1160.84, 20.00, 389.98
1163.06, 20.00, 389.98
1165.29, 20.00, 389.98
1167.52, 19.90, 389.98
1169.74, 30.00, 389.98
1171.97, 20.00, 389.98
1174.21, 20.00, 389.98
1176.46, 10.00, 389.98
1178.68, 30.00, 389.98
1180.91, 10.00, 389.98
1183.13, 10.00, 389.98
1185.36, 0.00, 390.11
1187.59, 20.00, 390.11
1189.82, 10.00, 390.11
1192.05, 0.00, 390.11
1194.28, 10.00, 390.11
1196.51, 10.00, 390.11
1198.74, 30.00, 390.11
1200.96, 20.00, 390.11
1203.19, 0.00, 390.11
1205.42, 20.00, 390.11
1207.65, 30.00, 390.11
1209.88, 29.90, 390.11
1212.11, 30.00, 390.11
1214.34, 30.00, 390.11
1216.57, 20.00, 390.11
1218.81, 10.00, 390.11
1221.04, 10.00, 390.11
1223.27, 10.00, 390.11
1225.52, 20.00, 390.11
1227.75, 30.00, 390.11
1229.98, 10.00, 390.11
1232.21, 20.00, 390.11
1234.43, 20.00, 390.23
1236.68, 20.00, 390.23
1238.91, 30.00, 390.23
1241.13, 10.00, 390.23
1243.36, 0.00, 390.23
1245.58, 20.00, 390.23
1247.81, 0.00, 390.23
1250.03, 30.00, 390.23
1252.27, 10.00, 390.23
1254.51, 10.00, 390.23
1256.73, 10.00, 390.23
1258.96, 20.00, 390.23
1261.19, 40.00, 390.23
1263.41, 20.00, 390.23
1265.64, 20.00, 390.23
1267.86, 20.00, 390.23
1270.09, 0.00, 390.23
1272.32, 0.00, 390.23
1274.55, 20.00, 390.23
1276.79, 0.00, 390.23
1279.01, 10.00, 390.23
1281.24, 10.00, 390.23
1283.48, 20.00, 390.36
1285.70, 20.00, 390.36
1287.94, 50.00, 390.36
1290.18, 0.00, 390.36
1292.40, 10.00, 390.48
1294.63, 20.00, 390.48
1296.86, 20.00, 390.61
1299.08, 10.00, 390.61
1301.31, 20.00, 390.61
1303.54, 30.00, 390.61
1305.78, 40.00, 390.61
1308.02, 20.00, 390.61
1310.25, 10.00, 390.61
1312.49, 10.00, 390.61
1314.72, 40.00, 390.61
1316.96, 30.00, 390.61
1319.18, 30.00, 390.61
1321.40, 20.00, 390.61
1323.63, 20.00, 390.73
1325.85, 39.90, 390.86
1328.08, 10.00, 390.86
1330.31, 10.00, 390.86
1332.55, 0.00, 390.86
1334.79, 20.00, 390.86
1337.02, 20.00, 390.86
1339.24, 10.00, 390.86
1341.47, 30.00, 390.86
1343.71, 10.00, 390.86
1345.94, 10.00, 390.86
1348.17, 10.00, 390.86
1350.39, 10.00, 390.86
1352.61, 30.00, 390.86
1354.84, 20.00, 390.86
1357.07, 30.00, 390.86
1359.29, 20.00, 390.86
1361.52, 0.00, 390.86
1363.74, 10.00, 390.86
1365.96, 30.00, 390.86
1368.18, 10.00, 390.86
1370.41, 10.00, 390.86
1372.63, 30.00, 390.86
1374.85, 20.00, 390.86
1377.08, 30.00, 390.86
1379.31, 20.00, 390.86
1381.54, 20.00, 390.86
1383.77, 10.00, 390.86
1386.01, 20.00, 390.86
1388.23, 20.00, 390.86
1390.46, 0.00, 390.86
1392.69, 50.00, 390.86
1394.93, 10.00, 390.86
1397.15, 20.00, 390.86
1399.38, 30.00, 390.86
1401.61, 20.00, 390.86
1403.83, 20.00, 390.86
1406.05, 10.00, 390.86
1408.27, 10.00, 390.86
1410.52, 20.00, 390.86
1412.74, 10.00, 390.86
1414.97, 20.00, 390.86
1417.19, 40.00, 390.86
1419.41, 20.00, 390.86
1421.64, 10.00, 390.86
1423.86, 20.00, 390.86
1426.08, 20.00, 390.86
1428.31, 40.00, 390.86
1430.53, 10.00, 390.86
1432.76, 30.00, 390.86
1434.98, 10.00, 390.86
1437.21, 40.00, 390.86
1439.43, 10.00, 390.86
1441.66, 20.00, 390.86
1443.88, 9.90, 390.86
1446.11, 30.00, 390.86
1448.33, 10.00, 390.86
1450.56, 20.00, 390.86
1452.80, 20.00, 390.86
1455.03, 20.00, 390.86
1457.25, 29.90, 390.86
1459.48, 30.00, 390.86
1461.70, 10.00, 390.86
1463.93, 30.00, 390.86
1466.17, 30.00, 390.86
1468.40, 30.00, 390.86
1470.62, 20.00, 390.86
1472.85, 30.00, 390.86
1475.07, 0.00, 390.86
1477.30, 20.00, 390.86
1479.52, 30.00, 390.86
1481.75, 10.00, 390.86
1483.98, 30.00, 390.86
1486.20, 20.00, 390.86
1488.44, 0.00, 390.86
1490.68, 30.00, 390.86
1492.91, 30.00, 390.86
1495.14, 0.00, 390.86
1497.36, 40.00, 390.86
1499.61, 30.00, 390.86
1501.84, 0.00, 390.86
1504.08, 10.00, 390.86
1506.32, 20.00, 390.86
1508.54, 30.00, 390.86
1510.78, 10.00, 390.86
1513.02, 0.00, 390.86
1515.24, 20.00, 390.86
1517.47, 10.00, 390.86
1519.69, 30.00, 390.86
1521.92, 30.00, 390.86
1524.15, 0.00, 390.86
1526.37, 0.00, 390.86
1528.60, 30.00, 390.86
1530.82, 20.00, 390.86
1533.05, 50.00, 390.86
1535.29, 20.00, 390.86
1537.54, 20.00, 390.86
1539.76, 10.00, 390.86
1541.99, 30.00, 390.86
1544.23, 30.00, 390.86
1546.45, 9.90, 390.86
1548.68, 10.00, 390.86
1550.90, 30.00, 390.86
1553.13, 0.00, 390.86
1555.37, 20.00, 390.86
1557.59, 10.00, 390.86
1559.82, 20.00, 390.86
1562.06, 30.00, 390.86
1564.28, 10.00, 390.86
1566.51, 0.00, 390.86
1568.74, 30.00, 390.86
1570.97, 10.00, 390.86
1573.20, 20.00, 390.86
1575.44, 30.00, 390.86
1577.67, 30.00, 390.86
1579.90, 20.00, 390.86
1582.14, 30.00, 390.86
1584.37, 30.00, 390.86
1586.60, 40.00, 390.86
1588.83, 10.00, 390.86
1591.06, 0.00, 390.86
1593.28, 9.90, 390.86
1595.51, 10.00, 390.86
1597.75, 0.00, 390.86
1599.99, 10.00, 390.86
1602.22, 10.00, 390.86
1604.44, 20.00, 390.86
1606.68, 30.00, 390.86
1608.92, 20.00, 390.86
1611.15, 0.00, 390.86
1613.39, 20.00, 390.86
1615.62, 20.00, 390.98
1617.85, 30.00, 390.98
1620.07, 0.00, 390.98
1622.30, 10.00, 390.98
1624.53, 10.00, 390.98
1626.76, 20.00, 390.98
1628.98, 40.00, 390.98
1631.20, 20.00, 390.98
1633.45, 30.00, 390.98
1635.67, 20.00, 390.98
1637.90, 10.00, 390.98
1640.12, 10.00, 390.98
1642.35, 20.00, 390.98
1644.58, 10.00, 390.98
1646.81, 10.00, 390.98
1649.04, 10.00, 390.98
1651.28, 0.00, 390.98
1653.52, 20.00, 390.98
1655.75, 30.00, 390.98
1657.98, 0.00, 390.98
1660.20, 30.00, 390.98
1662.43, 30.00, 390.98
1664.68, 30.00, 391.11
1666.91, 10.00, 391.11
1669.14, 0.00, 391.11
1671.37, 30.00, 391.11
1673.60, 30.00, 391.11
1675.83, 40.00, 391.23
1678.07, 10.00, 391.23
1680.29, 30.00, 391.23
1682.52, 10.00, 391.23
1684.76, 0.00, 391.23
1686.99, 0.00, 391.23
1689.21, 10.00, 391.23
1691.43, 40.00, 391.23
1693.65, 10.00, 391.23
1695.89, 30.00, 391.23
1698.11, 0.00, 391.23
1700.34, 0.00, 391.23
1702.57, 20.00, 391.23
1704.79, 20.00, 391.23
1707.03, 10.00, 391.36
1709.25, 0.00, 391.36
1711.48, 10.00, 391.36
1713.71, 40.00, 391.36
1715.94, 20.00, 391.48
1718.16, 20.00, 391.48
1720.39, 10.00, 391.48
1722.63, 30.00, 391.48
1724.86, 10.00, 391.48
1727.09, 20.00, 391.48
1729.31, 30.00, 391.48
1731.56, 30.00, 391.48
1733.80, 20.00, 391.48
1736.05, 10.00, 391.48
1738.27, 10.00, 391.48
1740.50, 10.00, 391.48
1742.74, 30.00, 391.48
1744.98, 20.00, 391.48
1747.20, 10.00, 391.61
1749.43, 10.00, 391.61
1751.66, 20.00, 391.61
1753.88, 20.00, 391.61
1756.11, 0.00, 391.61
1758.35, 0.00, 391.61
1760.58, 20.00, 391.61
1762.80, 10.00, 391.61
1765.02, 20.00, 391.61
1767.25, 10.00, 391.61
1769.48, 40.00, 391.61
1771.71, 0.00, 391.61
1773.93, 40.00, 391.61
1776.17, 30.00, 391.61
1778.41, 10.00, 391.61
1780.64, 20.00, 391.61
1782.86, 20.00, 391.73
1785.09, 30.00, 391.73
1787.32, 10.00, 391.73
1789.55, 20.00, 391.73
1791.79, 10.00, 391.73
1794.02, 20.00, 391.73
1796.25, 10.00, 391.73
1798.49, 30.00, 391.73
1800.72, 10.00, 391.73
1802.96, 20.00, 391.73
1805.20, 30.00, 391.73
1807.42, 20.00, 391.73
